gene,padj
Itgb5,6.799376051546495e-272
Ube2o,3.001834820124909e-271
Neat1,9.15833641970277e-271
Nav2,1.450810811753643e-270
Smad3,2.9814076335718135e-270
Lrch1,3.589094799798088e-269
Pacrg,7.075791274424383e-269
Trerf1,1.382664161958675e-268
Irf2bp2,2.389148085305476e-268
Mitf,3.2075550337318065e-267
Osbpl3,3.454473551102692e-267
Pde7b,2.402022304158131e-264
Larp1,2.6251862278527376e-264
2310008N11Rik,4.451771211186815e-264
Cadm1,5.316365414178638e-264
Tmcc3,6.871471968431929e-264
Tnrc6b,1.4713993027682334e-262
Pip5k1b,3.311845948570316e-260
Sipa1l1,1.4988064854938087e-259
Frmd4b,2.4845976465001947e-259
Sirpa,3.424259382582295e-259
Sema4d,4.713104761391062e-259
Pebp4,1.5777685777164685e-258
Atp2b4,2.3886601022241056e-258
Clmp,6.616717769545587e-257
Smad3,1.0464023952429478e-256
Zc3h12c,4.700470627624512e-256
Spred2,5.868998037247683e-256
Daam1,2.552300262307499e-255
Mertk,8.326582907013974e-254
Trps1,2.4203808537404975e-253
Cytip,4.232218205309115e-253
Pabpc1,8.689999389030981e-253
Immp2l,1.4729575239131696e-252
Zfp516,2.8209277051650894e-252
Zfhx3,6.355144589741218e-252
Zfp608,1.86767117434683e-251
Disc1,6.309882912679372e-251
Daam1,1.4139448094692842e-250
Katnal1,2.293535840861536e-250
Rad51b,2.5177447377801732e-250
Mgll,7.976907975977639e-250
Cd47,1.1815538880762461e-247
Atxn1,6.13391488032595e-247
Fbxo34,8.101712202466552e-247
Trak1,8.497445763225286e-247
Mir23a,1.9467694865304804e-246
Rapgef2,2.3297709692391117e-246
Susd1,3.139790748170584e-246
Asph,3.627641798869122e-246
Hecw2,5.619586284991842e-245
Top1,6.380064480886497e-245
Zdhhc14,1.7018241947976608e-244
Fars2,2.968491796031477e-242
Itga9,5.638102385586718e-242
Utrn,6.160087257227818e-242
Nrxn3,6.6565225999625684e-242
Ppm1h,7.45581960882543e-242
Aff1,2.145120389005233e-241
Rapgef5,2.4040024195658737e-238
Hs6st1,5.4056627267440085e-238
Dscam,9.297677493771889e-238
Ankrd6,6.771739435883269e-237
Rap2b,6.855950887954605e-237
Atp8a1,4.4232763506601475e-236
Arhgap24,1.1508739881039319e-235
Trerf1,1.3679870552012444e-235
1700025G04Rik,1.5432356058454827e-235
Plec,1.5432356058454827e-235
Nfix,1.580631303832481e-235
Zbed5-ps,1.6271807085488314e-235
Senp7,1.7495325819310666e-235
Atf3,3.8367179336669894e-235
Mgat5,7.499211003211092e-235
Flnb,9.66510285037673e-234
Slc14a2,1.399713350201681e-233
Nudt4,1.5465919244769868e-233
Pbx1,6.278782975657753e-233
Ski,1.1109904713141128e-232
Nlrp3,1.977721370869276e-232
Slc44a5,1.9326214060948856e-231
Larp1,2.640020787749555e-231
Abhd2,7.096686081680455e-231
Prr5l,2.132934268055978e-230
Arrb1,2.785779906376927e-230
St3gal1,1.6532275901774753e-228
Mapkapk2,1.886153565762184e-228
Mvb12b,5.065412725163735e-228
Usp46,3.664090560657526e-227
Prim2,7.749016396327238e-227
Sik3,2.4117203306186658e-226
Mta3,9.626584692071143e-226
Cadm1,1.1921204634374213e-225
Rptor,1.677781065302391e-225
Ipo11,2.494787530012116e-225
Ipo11,4.774984966082554e-225
Ndst4,2.3825624914546444e-224
Mir3084-2,7.834010086338446e-224
H3f3a,2.133165732061738e-223
Klf3,2.267849220000319e-223
Hdac9,1.8070643167560142e-222
Foxn3,2.4686799955221927e-222
2610307P16Rik,3.394217506431081e-222
Micall2,9.949521628831693e-222
Klf6,2.842643239789728e-221
Hpcal1,7.558690697076079e-221
Mef2d,7.751550188494377e-221
Hk1,1.959208636447848e-220
Ikzf1,3.2040011489555984e-220
Rfx2,5.6797369360223325e-220
Lbh,1.5945079616807247e-219
Pde7b,5.637434217122777e-219
Rabgap1l,1.3121588739852044e-218
Mical3,1.8340895508229661e-218
Cdh23,3.4315790966545543e-218
Slc25a21,4.1257698920568574e-218
Mllt3,1.4303334739702898e-217
Ust,1.493726562175663e-217
Ptpn1,1.5403860786632303e-217
Ank,1.8643511368154546e-217
Marcks,6.718637305885347e-217
Bcar3,8.388100656428922e-216
Ank1,1.0318919306932863e-215
Camk1d,1.0447495356791474e-215
Gm3716,8.194116314137265e-215
Shld1,1.0290120822498756e-214
Pecam1,2.6608897551999003e-214
Prkcb,1.2495007249651143e-213
Plxna2,1.6677098204876873e-213
Psd3,2.5664021946975885e-213
Sema4d,6.12594483188896e-213
Runx2,1.3213265601458028e-212
Ccnd3,2.2576611024296598e-212
Sox6,8.167029385486786e-212
Tbc1d4,2.2551081716024285e-211
Ush2a,5.350000841931418e-211
Nuak1,9.909825783529785e-211
Galnt2,4.557714666717118e-210
Col15a1,1.1834120267989473e-209
Arid3a,2.4114036263768395e-209
Prkcb,4.2448549146574694e-209
Dock2,5.065504362791636e-209
Arfip1,6.743278126669459e-209
Zfp36,1.423524176319906e-208
Arhgap23,2.5024791082337013e-208
Hipk2,6.377496497982173e-208
Hpcal1,6.6511448520538254e-208
Rptor,1.2313820799450244e-207
Fyn,3.876717202307872e-207
Jmjd1c,8.29866028168182e-207
1700025G04Rik,8.783411372780052e-207
Atp2b4,1.2743811440908588e-206
Hdac9,5.659586389957224e-206
Fer1l6,7.176960719561047e-206
Kit,7.259800338814593e-206
Arl15,9.673555058709759e-206
Tmpo,1.0208228270786668e-205
Vav3,3.505136741528728e-205
Gm7854,9.142851047552341e-205
2610307P16Rik,1.9202513067742714e-204
Celf2,2.0852295269552435e-204
Cd36,8.868261151755611e-204
Map2k4,1.62594377749287e-203
Tmem131,3.995333924442796e-203
Kit,2.8335501828309683e-202
Col23a1,5.447843037278403e-202
Cmip,3.0717008947257746e-201
Nrip1,8.298563670670757e-201
App,2.0955273885685317e-200
Cxcr4,3.537296435586064e-200
Serbp1,4.155209184369762e-200
Col15a1,4.746579518122073e-200
Parp8,4.9733348953011254e-200
Elmo1,1.7985797578477398e-198
Polr3b,2.993688261793889e-198
Vpreb1b,3.1413129878330183e-198
Arhgap31,4.146858033850792e-198
Ccdc88c,5.257500138590047e-198
Pdzk1ip1,6.091323744698883e-197
Pacrg,3.9205646449042123e-196
Nrxn3,3.966635712320057e-196
Thsd7b,1.3647506220579538e-194
Ccdc162,1.9780635806889706e-194
Ncor2,2.052641798982785e-194
Plec,5.386853129740635e-194
Camk1d,5.712297030207237e-194
Rgl1,1.8460867543374687e-193
Camta1,1.962971808901171e-193
Mki67,2.899251065092507e-193
Pmepa1,3.6970935460338947e-193
Fer1l6,4.934830469616299e-193
Slc2a1,1.8989468225145284e-192
Cd82,2.4741170062101146e-192
Garem1,1.0672120044507163e-191
Lpcat1,1.2502071214641902e-191
Sgk1,1.6717017518820102e-191
Flnb,2.0007695468757212e-191
A930015D03Rik,2.0481211602019663e-191
Npas3,2.4754961618961262e-191
Ptpn1,3.5588785531866514e-191
Palld,1.1214657082464651e-190
Pim1,1.9944540793894486e-190
Osbpl3,2.5379930801816854e-189
Lrba,2.711232780809069e-189
Tal1,3.5353170256201304e-189
Hsph1,7.063079328593957e-189
Ust,2.779623825300547e-188
Rplp1,6.830246940953083e-188
Ube2v1,8.782348289965695e-188
Tmem131l,1.5876668899626455e-187
Tbl1xr1,3.9724553849275446e-187
Tmem260,1.2299498896800275e-186
Nxpe4,5.9068632447331945e-186
Mideas,6.609528790575245e-186
Cotl1,1.1705317075515785e-185
Clic4,2.5359282225829565e-185
Tbc1d1,4.39023346259691e-185
Atxn1,6.784807870015816e-184
Zfp800,7.402473375852868e-184
Ttc28,1.570014825335247e-183
Gphn,3.6546798621356504e-183
Pip4k2a,4.231824734715086e-183
Lgmn,4.239712251327539e-183
Dennd4a,5.902294224198627e-183
Ssbp3,9.874439930381854e-183
Epb41,3.715280913069763e-182
Adrb2,5.948411179090025e-182
Bcar3,6.684330523572548e-182
Ajap1,1.1956652669889845e-181
Prkcq,6.21798588847675e-181
Ttc28,9.207010307318913e-181
Sde2,1.1576384022285825e-180
Runx2,4.691588877949806e-180
Mef2c,4.8066608982119194e-180
Phactr2,6.982216363151775e-179
Meis1,9.582963434495286e-179
Dlg5,1.4174993438304121e-177
3110082I17Rik,1.6557346898115899e-177
Arid1b,1.8115634044507589e-177
Tmtc2,4.803103109437058e-177
Shld1,4.34666899127688e-176
Hecw2,4.372066622278757e-176
Ext1,5.7150270638706644e-176
Mgll,1.2437969044216909e-175
Vwc2l,3.73403165774999e-175
Mcm5,4.190906690446499e-175
Nedd4l,7.392405580290674e-174
Slc44a5,9.097539871247644e-174
Malat1,1.3089933470124399e-173
Stk32b,5.9338399696879194e-173
Galnt2,6.76451526366932e-173
Map2k6,1.1730790117322632e-172
Hoxa2,1.2769254781329163e-172
Mctp1,1.712059498116356e-172
Rhob,1.7126761894266623e-172
St6galnac3,1.5885029165137013e-171
Ppm1l,2.175531543502249e-171
Rreb1,2.6915357190992284e-171
Tbl1xr1,3.007251066133518e-171
Ptma,4.166176798043166e-171
Dst,5.381052738268541e-171
Crtc1,5.062210656210056e-170
AU023762,6.841610783154627e-170
Hmgb1,6.882739140827117e-170
Agap1,6.444784588646745e-169
Ank2,7.631484732015859e-169
Tmcc2,1.3209938216381466e-168
Mgat5,1.7715057712287092e-168
S1pr1,6.104945084429949e-168
Exoc4,8.353775311970125e-168
Cep128,9.90761552761161e-168
Mrc1,3.480974964213817e-167
Ccnd3,5.2254075293760795e-167
Slc14a2,5.315951313283458e-167
Prkcq,1.672192786540472e-166
Babam2,1.7462015592399414e-166
Pld1,1.7622516304225202e-166
Plk2,2.2000312491516128e-166
Dennd1a,7.43349748375986e-166
Gm13986,1.42439972320121e-165
Dop1b,2.389958800307734e-165
Arhgap15,8.911531628273149e-165
Gm20740,9.423691771135157e-165
Peli2,1.2388517807352189e-164
4930554I06Rik,2.2437205577412887e-164
Nr4a3,6.538111299666773e-164
Shf,8.035976909282775e-164
Ghitm,1.301704057524824e-163
Bcas3,3.1254523621267235e-163
Tenm4,8.225236490238047e-163
Atf7ip,1.6359764683015387e-162
Ubash3b,3.264585105123385e-162
H3f3a,4.014849478335071e-162
Zfhx3,4.222796428003387e-162
Prep,2.6454082997232773e-161
Susd1,5.605180670275465e-161
Sppl3,5.7390517179376004e-161
Btbd35f20,8.690064881949912e-161
Tmpo,9.422656718786415e-161
Donson,5.530716517988551e-160
Nrip1,6.687499985022797e-160
Fars2,1.5908193616096203e-159
Tbc1d5,1.786289080605149e-159
Rgl1,2.7911471260285326e-159
Rreb1,5.155759987744407e-159
Mef2c,8.728445776529228e-159
Slc1a4,1.591798779538827e-158
Macir,1.879726745431299e-158
Cd86,3.198282834093797e-157
Card11,4.2949372413678506e-157
Pid1,4.701911975554259e-157
Trak1,4.718748012616528e-157
Micall2,5.249104564019872e-157
Fos,5.642997607194855e-157
Tcf12,6.680932612293637e-157
Tdrd3,8.727225154653427e-157
Tnrc18,2.0760818770973828e-156
Mctp1,2.560483879187886e-156
Veph1,4.835488272222404e-156
Megf11,1.1944946595062952e-155
Tbxas1,1.4299267675079266e-155
Arhgef10l,1.7293850190925511e-155
Sppl3,2.072156948105785e-155
Utp14a,2.738922409267393e-154
Bcl2,1.1058981128909136e-153
Cep128,1.5554348471185576e-153
Col5a1,1.5980175154517878e-152
Fbxl17,2.1307480537542967e-152
Hmgb1,2.2751152306722777e-152
1810053B23Rik,3.2459257604373142e-152
Bard1,3.7232351501888633e-152
Slc8a1,6.760141679429003e-152
Tbc1d22a,8.610234621363063e-151
Hmga2,1.2316216103283194e-150
Lpin2,1.2918085423722234e-150
Cdh19,1.4788277094492283e-150
Slc37a1,1.7521344029051032e-150
2310008N11Rik,3.5941286105080064e-150
Card11,3.9483915228864784e-150
Top1,2.331254527229142e-149
Nfic,3.2029644571911787e-147
Maml3,3.3292185927150926e-147
Cd180,3.3657846852032353e-147
Chchd3,4.443342728786691e-147
Rgs6,1.0259926484092935e-146
Cntn3,1.256050453333596e-146
Nedd4l,1.5354130598891912e-146
Fbxo15,3.8450416926115534e-146
Sertad2,5.254287141745855e-146
Rapgef5,9.582824754545124e-146
Fry,2.7099930973298945e-145
Spock1,6.302728048224447e-145
Specc1,7.708181193591165e-145
Xylt1,1.1585386315526081e-144
Vwc2l,2.0740728954574844e-144
Cux1,6.173582733078049e-144
Tbxas1,1.6435882667158565e-143
Plcl2,7.691202445466739e-143
Rbm19,1.2798024699838766e-142
Tnrc18,2.526174380001788e-142
Mcph1,3.145664884863424e-142
Osbpl1a,3.2188278041539406e-142
Mms22l,3.324236336247345e-142
Thsd7b,3.392176808701785e-142
Slc24a3,7.263801432111412e-142
Rplp1,9.0458430368069035e-142
Drosha,1.235545399348775e-141
Ski,1.3682386563235504e-141
Nfix,5.937147444058936e-141
Bcas3,7.936932325950018e-141
Pik3r1,8.464689190065577e-141
Reps2,1.518112142807662e-140
Atxn7l1,3.358234862395744e-140
Iqsec1,3.7545500954171147e-140
Bcl2l1,9.332705320431934e-140
Trappc9,1.0253635186813656e-139
Mbp,1.3169197463225584e-139
Klf3,1.5188890175620873e-139
Fggy,2.7320249893380936e-139
Tut7,3.857532886310728e-139
Dpp6,9.742571953137814e-139
Egr3,9.742571953137814e-139
Umad1,1.587375276020865e-138
Mbd2,4.815502378218302e-138
Tmtc2,9.824436928117525e-138
Dgki,1.0394439671019254e-137
Rad51b,1.4624986644946763e-137
Pcdh11x,2.1962280233195313e-137
Hapstr1,2.4946869562056144e-137
Pag1,3.713629754203986e-137
Prkn,4.40839326172156e-137
Tns1,7.53686368482771e-137
Pip4k2a,8.317515123072345e-137
Igf1r,5.0374977281949504e-136
Wdfy3,5.601230718256537e-136
Gm3716,8.000844262903988e-136
Fndc3a,1.1777176919154295e-135
Sec23ip,1.241955407510838e-135
Rere,1.5811892208276765e-135
Cd180,3.502548501999895e-135
Tle3,2.242487594041429e-134
Mms22l,3.3272369146462557e-134
Klf13,9.66445119578238e-134
Snd1,1.3290383632656781e-133
Prep,1.839695700793171e-133
Dip2c,2.6712426709816182e-133
Disp3,5.2580743909629746e-133
Cx3cr1,7.164943510670005e-133
Zeb2,1.0105826923426657e-132
Chst11,1.2335265795498175e-132
Gcnt2,2.0535061730110272e-132
Slitrk1,2.6878172294607026e-132
Slc9a9,3.728935219872729e-132
Etv1,6.598750917141377e-132
Irf2,8.556264843969363e-132
Antxr2,1.0906245050104083e-131
Stim1,5.375727546234409e-131
1700017B05Rik,6.057879764910302e-131
Sh3bp4,6.44164667827271e-131
Plxna2,8.219733654924405e-131
Adgrl2,2.506210620884638e-130
Hsph1,2.8408992137103533e-130
Arhgap23,3.365300646178268e-130
Tent5c,4.731757974287348e-130
Lipc,3.105429386840442e-129
Ptprn2,6.968108899786e-129
Rxra,1.7207716810457103e-128
Ctsd,2.1192613991472917e-128
Atp2b1,2.306230914722872e-128
Ube2v1,3.2960648461310544e-128
Stard13,3.721491287699299e-128
Rfx2,1.2331793117199443e-127
Gfi1b,1.38135385552938e-127
Cemip2,1.9479818215988976e-127
Fbxo34,2.903497525180664e-127
F13a1,5.469048456149104e-127
Taok3,8.544409774789107e-127
Pde10a,1.0828230569064724e-126
Tank,1.3550057842456799e-126
Abhd2,1.6573666359198858e-126
Cttnbp2,1.798847974115048e-126
Ccser2,2.3867070145949973e-126
Tcf12,2.507979788135807e-126
Dlc1,2.8060383488803553e-126
Skint6,5.964848788926514e-126
Malat1,8.739612026916621e-126
Trhde,1.3864627868612542e-125
Plcb4,2.0332386362656335e-125
Clic4,3.6685520683181693e-125
Ccdc202,9.707793545779528e-125
Ldlrad3,1.0398114659077155e-124
Ednrb,1.1124981189735528e-124
Vav2,1.6150418488150301e-124
B3gnt2,2.3778409302540194e-124
Ext1,2.390581117710738e-124
Babam2,3.101878969187193e-124
Stt3b,3.7205810791113702e-124
Slitrk6,2.436477087607065e-123
Dact2,5.0753198856202025e-123
Cntn6,9.764130902082268e-123
Cpxcr1,1.4997325600177756e-122
Brinp3,2.2496020108311358e-122
Ece1,2.343139196212437e-122
Mad1l1,3.06601738839799e-122
Lgmn,3.9493418142301676e-122
Suds3,5.136317945069222e-122
Sgk1,5.639931096211083e-122
Gm7854,1.2114231971033604e-121
Susd6,1.6077412015032119e-121
Fam168a,2.5019409962335855e-121
Asap1,2.6710134381952174e-121
Tbc1d22a,3.202389031976525e-121
Cdh7,3.493297869707613e-121
Tle3,7.399764371884143e-121
1700112H15Rik,1.1196552692526877e-120
Palld,1.1978148487763247e-120
Cdk5rap2,1.6759440834790444e-120
C530044C16Rik,2.6235567437029577e-120
Atp10a,3.385811122268347e-120
Slc1a4,4.8704088248567286e-120
Slitrk5,5.691949695069437e-120
Chchd3,6.1549630689758124e-120
Ddhd1,8.368536827562906e-120
Marcks,3.5657410342154543e-119
Skint11,3.9524714281271263e-119
Utp14a,8.89398603634745e-119
Agbl4,1.0948486727432885e-118
2700054A10Rik,1.8634783861654463e-118
Mdfic,2.419429205292039e-118
Fry,2.9818475148282083e-118
Map2k6,3.2139382384697407e-118
4930474H20Rik,3.69422473802503e-118
Gm6602,3.8358472559231085e-118
Prkce,4.273716097921845e-118
Vav2,4.832092180494771e-118
Rap2b,6.521899186992285e-118
Esp18,6.531931549773704e-118
Trib2,1.697794140741156e-117
Ell2,7.224280238046141e-117
BC039966,8.192890923260527e-117
Ube2h,1.6523407601420703e-116
Atp8a2,3.069352740756606e-116
Pabpc1,3.901622342491657e-116
Mir6411,3.9101094083572654e-116
Dock2,4.9947228754619303e-116
AU023762,5.699858745319624e-116
Clvs1,5.73019221114003e-116
Awat2,5.93117687773402e-116
Nuak1,7.163532979581962e-116
Rybp,8.537733482724886e-116
Slc24a3,9.074787233647371e-116
Pced1b,1.0032536867613233e-115
2900079G21Rik,1.6422326441215383e-115
Ank,1.6431525116875003e-115
Zfp36l2,1.6535062678005728e-115
4930503E24Rik,1.8377809529224201e-115
Cbln2,1.8880011313242202e-115
Ell2,2.9324061216874484e-115
Cdk1,3.23954277629912e-115
Vrk1,4.089868090245523e-115
Cst5,4.117596291684427e-115
Xpo7,7.024989825983061e-115
1700112H15Rik,7.307660166804427e-115
Klf6,7.742551720695865e-115
Ghitm,7.8778522270965405e-115
Ephb1,8.0750765858988425e-115
Esp23,1.0918451425965052e-114
Crtc1,2.46512043561832e-114
Apbb2,2.7042746587158735e-114
Ephb1,5.905691513478721e-114
Mir1952,6.2562961535466144e-114
Pim1,6.6272390317601e-114
Mir7j,1.772813610751685e-113
Itga1,2.1477168557550102e-113
Gm5570,2.392570247654662e-113
Npc1,3.92217856798471e-113
Gm20125,5.619159131804776e-113
Nxpe4,6.412611230146008e-113
Fggy,1.2991387287029396e-112
Serbp1,1.7057044564419397e-112
4931429P17Rik,1.8022797263776073e-112
Mtrnr2l7,2.0164237116906268e-112
Tgfbr3,2.34078940735962e-112
Izumo3,3.073214328474726e-112
Prl4a1,4.234954551934504e-112
Kif2b,4.789268495742469e-112
9330178D15Rik,8.833462555256908e-112
Gm5544,1.4153455600785598e-111
Tbc1d4,2.1272233756242445e-111
Eif2ak4,3.47802207215639e-111
Usp29,3.5924267490663814e-111
Cd36,3.8774769028673446e-111
Atxn7l3b,4.285867431009141e-111
Vrk2,9.622543544118692e-111
4921525O09Rik,2.673575735805821e-110
Mir466f-4,5.53758527656004e-110
Col5a1,6.561835064467696e-110
Ptn,1.0282433205574586e-109
Pgk2,1.0385169884974018e-109
Sdc4,1.2739553049858031e-109
Gatad2a,1.5749364260235538e-109
Sec23ip,4.748211812842576e-109
Skint5,4.766379760277539e-109
Itpr1,5.263766059424636e-109
Gtpbp4,6.882491252397643e-109
Cntnap4,7.665211066777629e-109
Ksr1,8.612165039858361e-109
Hdhd2,9.296484283404702e-109
Cmip,1.255724185327162e-108
Cep120,1.7199175465925743e-108
Cd82,1.9172474916743874e-108
Zfp352,3.3173161413997288e-108
1700031L13Rik,3.907159183488694e-108
A230077H06Rik,5.444178174647706e-108
Agap1,9.9069777601641e-108
Clvs1,1.0220733064931802e-107
Hoxa2,1.0947821433971283e-107
Dym,1.1349559154573934e-107
Tnik,1.1350992751680404e-107
Gm20362,1.454808152220291e-107
Jak1,1.837856069265387e-107
Pabpc5,2.0940939210536455e-107
Mvb12b,2.886562737222149e-107
Lrfn5,2.9592545692428597e-107
Nrxn2,3.456154951535982e-107
Elmo1,4.212173519009312e-107
Ppfia2,4.5944761549561626e-107
1700034K08Rik,1.4626177916580742e-106
F13a1,1.5473149310104668e-106
Cdk5rap2,1.6362098666912152e-106
Gm15679,1.899112941969508e-106
Esp31,2.1705094523374726e-106
A330008L17Rik,4.035540866078517e-106
Dab2ip,3.1593026342145435e-105
Gabrg1,3.563624474534226e-105
Dennd1a,3.635627158728659e-105
Gm4710,5.429010147567476e-105
Arrb1,1.544881080887853e-104
Ccdc162,1.6881044377625978e-104
Dab2,2.387546212562946e-104
Pold3,3.0017241834251e-104
Lrriq3,3.402675807127551e-104
Gm11468,8.809731167277259e-104
Tenm4,9.144398485057945e-104
Fbxo15,9.912347929533326e-104
Pde4d,9.94570870797145e-104
A230057D06Rik,1.831523181024817e-103
Utrn,1.8529023355856655e-103
4930548G14Rik,6.249640035408274e-103
Vmn2r97,6.398229905358224e-103
Bpgm,6.774591961055189e-103
Cntn1,6.83945539458358e-103
Cep120,9.068712916130382e-103
Ptprm,1.0216205527265855e-102
Tdrd3,1.5321576605081443e-102
Stk32b,1.729570485613049e-102
Immp2l,2.2324895563475757e-102
Mir1187,5.31850061043829e-102
Dop1b,7.675448193259246e-102
Smarcal1,7.686483146334871e-102
Gm4710,2.048276577235464e-101
Cux1,2.091769084460976e-101
Mon1b,2.9930121224759646e-101
Snd1,3.477888346725129e-101
Bach2,4.774651016240959e-101
Gm6760,9.22587604900671e-101
Nos1ap,1.2271719741328144e-100
Gm382,1.409433898708881e-100
Tsc22d2,1.4999492766158957e-100
Esp38,1.8055037243305198e-100
4930590L20Rik,2.3380976884774923e-100
Scn9a,2.5911938605123757e-100
Gm36595,2.6818762360162153e-100
Atp2b1,2.7829154243895007e-100
Hipk2,3.4153097703116257e-100
Arhgap31,3.913736927881303e-100
Ltbp1,3.9988888448562925e-100
Brwd3,4.042527795351823e-100
Mir99ahg,7.558562228886129e-100
Arrdc3,1.4493341786805779e-99
Asph,1.9386792535890994e-99
Wwox,1.9523292656941838e-99
4930405D11Rik,2.9107892711526223e-99
Srbd1,3.0241981236546548e-99
Rmst,3.0727512563874964e-99
1700027H10Rik,3.735162528856564e-99
Bcl11a,3.987084556449559e-99
Tbc1d8,6.164918198753367e-99
3110082I17Rik,9.73971586204969e-99
Atp8a2,1.2527537176111788e-98
Mrgpra4,1.343452445075215e-98
Gm12633,1.7357302184328798e-98
Atf7ip,1.7509006084066912e-98
Gm20125,1.8376892291549677e-98
Usp29,2.1995742392428765e-98
Dst,2.5087327809698394e-98
Arhgap24,3.86950266509303e-98
1700109G15Rik,5.4823488107345675e-98
Donson,5.5776492379454086e-98
Cped1,7.988096092532804e-98
Nr4a1,8.736322965851526e-98
Kctd15,9.285622327328226e-98
Wsb1,1.1940506785849087e-97
Gtpbp4,1.4172636559366286e-97
Tspan33,2.1765973368323266e-97
Ptprt,2.2445025919637752e-97
Nr4a1,3.2308168020151945e-97
Zfp462,6.570447581126475e-97
Sc5d,6.937369884189108e-97
Mef2d,8.111219965271747e-97
Ahctf1,9.40988165517537e-97
Egr3,1.7570891184532652e-96
Cldn34c4,1.8119368909582398e-96
Map2k4,2.9486551843729295e-96
Nalcn,7.72099495336175e-96
Desi2,1.50513193687659e-95
Tsn,2.146110863111725e-95
BC030500,4.930193216174218e-95
Irf2,1.4423357383387844e-94
Nipbl,1.7497948309230087e-94
Specc1,1.909696174585149e-94
Col11a1,2.0700666214264017e-94
Ppm1l,2.369197155233238e-94
Mbnl1,6.027415763977264e-94
Slc8a1,1.0449676426130134e-93
Mta3,1.9946918868955305e-93
Nudt4,2.037668555550809e-93
Cdc73,2.0399804276561967e-93
Pdha2,3.0852414082206454e-93
Spata13,3.719490566515102e-93
Dgki,5.8047085368366226e-93
A330033J07Rik,5.851643256787404e-93
Gpr149,8.012088267925307e-93
Pinc,1.2228268593277043e-92
Nrp1,5.011328364821093e-92
Mical3,6.877423209298007e-92
Cdk6,7.032120449825614e-92
Cytip,9.21293581507033e-92
Ankrd6,1.2719967576940407e-91
Gnpda2,1.2793214936925323e-91
1810007C17Rik,1.290974478231113e-91
4930596D02Rik,2.5056722152020965e-91
Lmna,2.80144765638014e-91
Nap1l3,4.092913218307995e-91
Tex14,5.145007023632785e-91
Asxl3,5.188684426188054e-91
Pdzk1ip1,6.28809460813096e-91
Mep1a,7.501511402383671e-91
Afap1,1.0964385143301578e-90
4931429P17Rik,1.2941340944082221e-90
Pdzd2,1.2950977352249045e-90
Nck2,1.996058615274969e-90
Gabrg2,2.0588857752436096e-90
Pde10a,2.7230292052077774e-90
Gm20063,8.145176734725976e-90
Neto1,8.452404313231338e-90
9530052E02Rik,8.567022175490836e-90
Zfp951,8.66929657721132e-90
Aebp2,1.384122142159114e-89
Prkca,2.5005916452347912e-89
Ahctf1,2.599751379726638e-89
Cacna1g,4.854795832645866e-89
Rgs6,6.398905171407333e-89
Nbea,9.218652007691726e-89
Stard13,9.863737216305627e-89
B930018H19Rik,1.0261924344187308e-88
A530013C23Rik,1.88996274009781e-88
Lrch1,3.88240237955115e-88
Slc13a1,5.622798101071354e-88
Rmst,5.954789069257244e-88
Hcn1,6.280699444730385e-88
E230032D23Rik,7.061429721234494e-88
Inpp4b,9.407433204263681e-88
Cdh9,1.0661248462060104e-87
Mir7094-2,1.6651824698455508e-87
